2.598470302,2.504268545,4.165159301
3.415293233,1.693513766,4.050315676
3.417159078,1.838116481,4.708361824
3.317976275,2.673591612,3.334273708
3.229373308,1.682533506,4.517095102
2.807839187,1.972412761,3.458962827
2.883657332,2.052854528,5.328631598
3.419749729,2.299668566,3.079444127
2.937768621,2.038891915,4.239347424
2.909904721,2.591560238,3.192560579
3.1106041,1.844797111,3.705095622
2.023682821,1.562266513,4.359840178
2.875392647,1.552629737,3.584606092
3.430533393,1.624947768,3.651219119
3.017370058,1.841271726,3.742362048
2.503081069,2.631709389,4.289611576
2.84361724,2.10030304,3.184512374
3.349258604,1.057496125,4.076158164
2.781300993,2.099405195,3.288775373
3.79132239,2.402848518,3.036446958
2.64363825,2.242017935,4.130249477
2.574142255,2.028560025,3.711723724
2.537065258,1.76143964,4.144284636
3.486048109,2.092073653,4.439604778
2.827132768,1.436324193,3.617001844
3.103267974,2.315296828,5.018935014
3.132472336,2.229088816,4.877530083
2.874240867,2.204720506,3.59640991
3.664731373,1.828367545,4.274524782
2.81663553,2.259470866,3.635495893
2.659391356,1.748207377,4.700072809
2.74738748,1.267065947,3.873551866
4.302198946,2.032133553,3.67622255
2.678460501,2.230941984,4.931526911
2.710325956,2.252662446,3.648547162
3.811041722,1.348206528,4.100210178
4.002405752,1.237012549,3.870902464
2.574252681,1.668847293,4.097925969
2.612707625,2.37113181,3.600747392
3.266481552,2.36100437,4.207915187
3.294860554,1.842799398,3.590975783
3.153605129,1.756949519,4.824762224
2.999872918,2.555666576,3.860574161
4.026746692,1.882626693,4.064417622
3.087800644,2.25163985,3.441670572
3.459488349,2.698821264,4.425795505
3.366152708,2.336333215,4.366189193
2.214880959,2.007177027,4.77652071
3.646840509,1.867019495,4.419801433
2.829690624,1.237778403,4.185204674
3.09059906,2.16569926,3.950645599
2.164144577,1.409531448,4.144072682
2.660549432,2.249090732,3.323463748
2.983794801,2.248265847,4.850501137
2.812750472,2.17424811,3.784961243
2.981620794,2.900784558,4.228290144
2.258658961,2.628491736,4.393033065
2.337586656,2.006111213,3.491494631
3.478065278,1.639865021,4.141557265
3.145442076,1.890638438,4.131581222
3.330003531,1.557512653,3.291455281
3.100792266,1.727093767,4.781106991
3.125132042,2.791003342,3.724546164
2.297364996,0.953052717,3.756757261
2.728239497,1.796533257,3.322442636
2.180271848,2.083423399,4.411919854
3.078674408,1.743829602,3.935034252
2.391897475,2.346394989,4.177824206
2.333291094,2.400549074,4.728202006
3.802737544,2.010346073,4.498225424
2.278182816,1.874978801,4.414087762
3.733297507,1.961388938,3.314043284
3.762288051,2.208797621,3.20542195
3.05469227,1.636417292,4.084891212
3.494188651,2.710517837,3.223999888
3.006709199,2.03019806,3.908773538
2.434739978,1.550258362,2.581020478
2.642645372,2.390866635,4.687588772
2.987325243,1.215278828,3.523920098
1.65397781,2.014228429,3.543054491
3.135497588,2.405527693,3.419741375
3.590321888,2.181581512,3.415052169
3.002002564,2.176400111,4.213679802
2.261390576,2.895695368,4.015324741
2.758757913,1.743974311,4.286671202
3.426820529,2.211396273,4.921190836
2.33983709,1.381948272,4.09396243
3.243872789,1.745357097,4.78503987
3.215278545,1.381997108,3.300775307
3.108254167,2.191026648,4.76193084
3.426306187,2.013685446,4.55463276
2.492527512,2.521884938,3.300393698
3.027234217,1.896318498,4.425813836
3.541166769,2.070193517,4.588129463
3.455067629,1.436778004,3.67041091
2.255023231,2.183496468,2.691521781
3.280998686,2.511288933,3.781443221
2.112028518,2.546955319,4.498332784
2.821345633,1.472022397,3.917210656
2.940459411,1.324893359,4.504484389
2.805804183,2.235459785,4.506490143
3.106266083,2.167856008,3.356988003
3.179889919,1.778369553,3.947880721
3.359634647,2.461644307,4.506205745
2.860852391,2.034377525,3.382219547
3.155282546,1.943276228,3.326414644
3.031380671,1.455845353,3.418801218
2.292172335,2.344609937,5.171144365
2.899154073,1.976879015,4.275423644
3.194337263,1.348841965,3.316524536
3.398849948,2.201388404,4.415600127
2.209626699,2.248784985,3.388343375
3.194076119,1.938533589,4.739755255
2.849209972,2.0385349,4.286875629
3.121813075,2.26541993,4.35151398
2.66397475,1.873604626,4.804197777
2.905499334,2.044398927,3.453419725
2.383721991,2.228433111,3.337077055
3.602669834,1.691899232,4.259616878
3.321288574,1.947430818,3.328519619
